hotel_id,hotel_name,accomodation,star_rating,public_rating,review_count,review_rating,room_count,room_type,room_area,room_facilities,hotel_facilities,additional_info,hotel_description,point_of_interest,latitude,longitude,address,area,city,state,price,hotel_image
891,ESHA HERITAGE INN,Hotel,4,100,3,3.9,11,Sea Facing Suite Room,,"Room Service |Air Conditioning |Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Hairdryer (on request)|Iron / Ironing board available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Telephone|Newspapers|Reading Lamps|Shower Caps Available|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Makeup / Shaving Mirror|Slippers|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Moisturiser|Safe - In - Room |Wardrobe|HD / LCD Satellite TV |Snacks / Beverage|International Switch Plugs (on request)|Soundproof Windows|TV|Rollaway Beds|Mirror|Luxurious Feather Mattresses|Mini Refrigerator|Stationery Kit|Dressing Area|Luggage Rack|Closet|Clothes Hook in Bathroom|Curtains/Shades|Do-Not-Disturb Notice|Ice Bucket on Demand|In-Room Safe|Modern Toilet Facilities|Rooms with Attached Bathrooms|Sanitary Bin|Telephone in Toilet|Western Toilet Seat","Airport Transfer Available / Surcharge|Banquet Facilities|Business Center |Concierge|Currency Exchange|Doctor on Call|Gift Shop |Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Spa On Site - Chargeable|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Audio - Visual Equipment|Dance Performances (on demand)|Multi Lingual Staff|Wake-up Call / Service|Porter / Bellhop|Sauna|Suitable For Children|Separate Sitting Area|Conference Facility |Electronic / Magnetic Keys|Multi - Line Phone|Picnic Area|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Private Beach|Smoking Area |Veranda|Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Express Laundry|Meditation Room|Taxi Services|Board Room|City Shuttle Service|Karaoke |Campfire / Bon Fire|Food Facility|Newspapers In Lobby|Yoga Hall / Classes|Postal / Parcel Services|Room Service (24 Hours)|Air / Rail Booking|STD / ISD|Baggage Room|Guide / Sightseeing Service|Internet / Fax (Reception area only)|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service|Ayurvedic Facilities |Fire Safety|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Paid Transfers|Pest Control Facility|Porter Services Available|Public Restrooms|Security at All Hotel Entrances|Speciality Restaurant |Stamps and Mailing Facility|Suites",Room Service|Internet Access|Restaurant,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Pets not allowed,Cherai,10.1280754,76.1957618,"xx111/290, Beach Road, Cherai Beach, Ernakulam, Kerala, India-683514",Cherai,Cochin,Kerala,6849,25
892,DSR Paradise,Hotel,2,75,144,3.7,15,Standard Ac Room,,Air Conditioning |Basic Bathroom Amenities|Ceiling Fan|Telephone| Hot / Cold Running Water|Housekeeping|TV|Luggage Rack,Lift / Elevator|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Power Backup|Room Service (24 Hours)|Parking Facility,Room Service,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Terms and Conditions: It is mandatory for guests to present valid photo identification at the time of check-in.,Dargamitta,14.4007624,79.9505722,"Beside Bharath Petrol bunk, Near Ayyappa Circle, Nellore-4.",Dargamitta,Nellore,Andhra Pradesh,3033,2
893,Fragrant Nature Munnar,Hotel,0,100,1,5,12,Tropic Green Room,,Attached Bathroom,,,The standard check-in time is 02:00 PM and the standard check-out time is 02:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Spices Market|Pothamedu|Pothamedu Viewpoint|The Grandspa Ayurvedic Wellness & Research Centre|Blossom Hydel Park,10.05466,77.0664266,"Baisonvalley Road, Pothamedu",Pothamedu,Munnar,Kerala,3640,29
894,Fountain Village,Hotel,3,82,76,4.2,16,Village Club Exquisite,12 X 16 Sq.ft.,Air Conditioning |Balcony / Terrace|Cable / Satellite / Pay TV available|Ensuite / Private Bathroom|Telephone|Housekeeping|Breakfast Available|Safe - In - Room |TV|Mirror|Work Station|Bedside Table|Do-Not-Disturb Notice|Western Toilet Seat,Swimming Pool|Doctor on Call|Games Zone|Laundry Service Available|Non Smoking Rooms|Parking Facilities Available|Multi Cuisine Restaurant |Locker Facility|Power Backup|Parking Facility|Room Service,Room Service|Swimming Pool|Restaurant,The standard check-in time is 11:00 AM and the standard check-out time is 09:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,"Panchgani|Sunset Point|Connaught Peak|Venna Lake|Market|Wilson Point|Bus Stand|Old Mahabaleshwar|Bombay Point|Kate's Point|Helen’s Point|Morarji Castle|Main Town|Baghdad Point|Civil Hospital|Bee Keeping Training Institute, Mahabaleshwar|Dhobi Waterfall |Marjorie Point",17.92600066,73.65782285,"Near Bharat Petrol Pump, Mahabaleshwar",Main Town,Mahabaleshwar,Maharashtra,8866,24
895,Emgee's Residency,Hotel,0,0,0,0,10,Two Bedded Room,,"Room Service |Air Conditioning |Alarm Clock|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Telephone|Shower Facility Available|Newspapers|Mineral Water|Premium Beddings / Hypo-Allergenic | Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Window Opens|Makeup / Shaving Mirror|Sofa Table / Extra Seats |TV|Mirror|Custom Duvets / Linen|Bedside Table|Clothes Hook in Bathroom",Doctor on Call|Dry Cleaning|Laundry Service Available|Parking Facilities Available|Front Desk|24 Hour Front Desk|Doorman|Power Backup|Extra Person / Child - Share the same room|Family Room|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Room Service|Fire Safety|Fire Exit Signs|First-Aid Kit at Front Desk,Room Service,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances),Manikyadhara Falls|Kadabagere,13.315258,75.7754018,"Emgee's residency MG Road,Opposite Mayur Hotel,Chikmagalur",Kadabagere,Chikmagalur,Karnataka,10279,3
896,Devi Vilas,Guest House,0,70,41,3.7,8,Standard Room,10 X 10 Sq.ft.,Cable / Satellite / Pay TV available|Breakfast Available (surcharge)|Attached Bathroom,"Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Banquet Facilities|Barbecue Area|Beauty Salon - on charge|Business Center |Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Games Zone|Gift Shop |Internet Access - Surcharge|Laundry Service Available|Library|Lobby|Night Club|Non Smoking Rooms|Parking Facilities Available|Pets Allowed|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Spa On Site - Chargeable|Local Tour / Travel Desk|Hookah Lounge|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Welcome Drinks|Express Check-In / Check-Out|Audio - Visual Equipment|Computer Rental|Wedding Services Facility|Dance Performances (on demand)|Catering|Translation Services|Multi Lingual Staff|Exhibit Space|Wake-up Call / Service|Sauna|Suitable For Children|Coffee Shop / Cafe|Smoking Rooms|Access Via Exterior Corridors|ATM / Banking|Disabled Friendly Rooms|Fax Machine|Kitchen available (home cook food on request)|Fire Place Available |Floor Butler|Massage Services |Poolside Bar|Discotheque |Safari|Boating|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Nature Walk|Smoking Area |Camel Ride|Open Air Restaurant / Dining | Bike on Rent|Veg / Non Veg Kitchens Separate |Horse Ride ( Chargeable ) |Shopping Drop Facility (on fixed timings)|In House Events |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Express Laundry|Kids Play Zone|Oxygen Cylinder (on request)|Water Dispenser Available|Self Check - In|Taxi Services|Board Room|City Shuttle Service|Karaoke |Food Facility| Drivers Rest Room|Newspapers In Lobby|Yoga Hall / Classes|Electronic Check-Out|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Spa Services Nearby|Parking (Surcharge)| Cook Services|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Ski Storage|Guide / Sightseeing Service|Internet / Fax (Reception area only)|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Outdoor Parking - Non Secured",Room Service|Internet Access|Restaurant,The standard check-in time is 11:00 AM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly first book first get,Gangaur Ghat Marg|Delhi Darwaza|The Oberoi Udaivilas Hotel|Udaipur Bus Stand|Udaipur Railway Station|Jagdish Temple|Lake Palace|City Palace|Nagda|Bada Mahal|Fateh Sagar Lake,24.57994598,73.68199253,30-Gangaur ghat near bagour ki haveli lake pichola behaind jagdish temple,Gangaur ghat Marg,Udaipur,Rajasthan,3703,17
897,Excellency Corporate House,BnB,0,83,12,3.3,8,Deluxe A C Room,,Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ensuite / Private Bathroom|Iron / Ironing board available,Doctor on Call|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Locker Facility|Major Credit Cards Accepted|24 Hour Front Desk|Air-Conditioning - Central|Power Backup|Gardens|ATM / Banking|Kitchen available (home cook food on request)|Express Laundry|Water Dispenser Available|Taxi Services| Drivers Rest Room|Newspapers In Lobby|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Internet Access,Room Service|Internet Access,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Saket|Metro Station Hauz Khas|Khirki Masjid|Qutab Golf Course|Delhi Airport,28.53582037,77.20565158,"B-78, Shivalik, Panch Sheel Geetangali Marg, near Malviya Nagar",Saket,Delhi,Delhi,9851,6
898,FAMOUS REST HOME,Hotel,0,0,1,1,5,3 BED AC ROOM,,,,,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Unmarried couples not allowed,Nehru Road|Chhatrapati Shivaji International Airport|Santacruz Station|Vile Parle Railway Station|Bandra Terminus|Khar Road Railway Station|Khar subway|University of Mumbai|Milan Subway,19.0802177,72.8495157,"Anand Nagar, Vakola Bridge, Nehru Road, Santacruz East, Mumbai - 400055,",Nehru Road,Mumbai,Maharashtra,10790,27
899,"Fortune Select Global, Gurgaon",Hotel,4,86,15,4.4,107,Standard Room,16 X 16 Sq.ft.,Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Video/ DVD/ CD Player Available|Ensuite / Private Bathroom|Hairdryer (on request)|Iron / Ironing board available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Telephone|Newspapers|Mineral Water|Shoe Shine|Safe - In - Room |Fruit Basket|Wardrobe|TV,Swimming Pool|Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Valet service|24 Hour Front Desk|Luggage Storage|Doorman|Air-Conditioning - Central|Express Check-In / Check-Out|Catering|Fitness Equipment|Porter / Bellhop|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|ATM / Banking|Fax Machine|Massage Services |Board Room|Newspapers In Lobby|Family Room|Room Service (24 Hours)|STD / ISD|Adjoining Rooms|Outdoor Parking - Secured|Parking Facility,Room Service|Internet Access|Gym/Spa|Swimming Pool|Restaurant,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Cancellation and Amendent for bookings made under any offer may be Non Refundable Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. Cancellation/amendment for booking made under advance Purchase offer Will be non refundable.,Ambience Mall|Railway Station|International Airport|Domestic Airport|Sheetala Devi Temple|Signature Tower|Sultanpur Bird Sanctuary|Qutub Minar|DLF Golf Course|Damdama Lake|Siemens building|Sohna Lake|Sahara Mall|Dlf Cyber City|Guru Dronacharya Metro Station|Sikandarpur Metro Station|Vipul Agora Mall|MG Road metro Station,28.48142973,77.10334775,"Global Arcade, Mehrauli-Gurgaon Road,Gurgaon",Dlf Cyber City,Gurgaon,Haryana,4903,9
900,Dreamz Hotel,Hotel,2,81,27,3.5,20,Deluxe Room,14 X 14 Sq.ft.,Room Service |Air Conditioning |Basic Bathroom Amenities|Internet Connection In Room|Telephone| Hot / Cold Running Water|Housekeeping|HD / LCD Satellite TV,Doctor on Call|Internet Access - Surcharge|Lift / Elevator|Parking Facilities Available|Front Desk|24 Hour Front Desk|Power Backup|Food Facility|Outdoor Parking - Secured|Parking Facility|Room Service,Room Service|Internet Access,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Our hotel provides good services with value money,Trivandrum International Airport|Aristo Junction|Thiruvananthapuram Central Railway Station|Sree Padmanabhaswamy temple|Napier Museum|Thiruvananthapuram Zoo,8.488479065,76.95425024,"Thampanoor,Trivandrum",Aristo Junction,Thiruvananthapuram,Kerala,11337,12
